ticker,calidad,crecimiento,valoracion,solidez,compuesto,exclusion,sector_gics,kpis_con_dato
AVGO,0.5345971070836867,0.16983969284754588,-0.11374604363378943,-0.24261284952620463,0.204118194201329,,Information Technology,17
AVY,0.2374543672259207,-0.07315388273231777,0.16512379017783016,-0.836800727675234,-0.1387381396185354,,Materials,13
AWK,0.33359798699314563,-0.06044976927515072,0.0632540076013598,-0.0013791885182092105,0.29463244551895007,,Utilities,14
AXON,-0.34867307701716116,-0.5645589009007105,-3.236262254797129,0.06352771639067727,-3.1363916299706736,,Industrials,17
AZO,-0.013176393988481125,-0.21398494468690998,-0.4670006872677137,-0.3056962501812961,-0.8353256540066686,,Consumer Discretionary,15
BA,-0.5893740799868633,0.9790634749776811,-0.7588857869762593,-0.5288352233407937,-0.7245523882444653,,Industrials,15
BALL,0.18911606788095942,0.27349666122117094,0.4649669255803013,-0.9239933338753281,0.18081311321681312,,Materials,12
BAX,-0.6644018406892354,-0.3978072600440138,0.17930994607097533,1.1875437714943091,0.12443168661783907,,Health Care,11
BBY,0.3157853325922085,0.3605750746756952,0.5796949985233406,0.4765490965171675,1.1565379073126372,,Consumer Discretionary,11
BDX,-0.1335074488672677,-0.12595538556903924,-0.0665084568623645,-0.8598386169173493,-1.0733598917127565,,Health Care,16
BEN,-0.7671465187113363,-0.3895324832756389,0.0006581255766105557,0.47981367827944077,-0.25465888348638044,,Financials,14
BF-B,0.6415770296595772,-0.1037042734425571,0.2705093538779979,0.7567415417914815,1.222805362181175,,Consumer Staples,17
BG,-0.9379942345457085,1.037646660293426,0.05278865565369495,0.7844469721185576,0.6969970296096363,,Consumer Staples,13
BIIB,0.10927629686285475,-0.29507326354541996,0.4493018563503097,0.7765017697567246,0.7153993725408984,,Health Care,10
BKNG,0.08358308030978541,0.4019559889162203,0.622248637324595,0.3557775067617944,0.960418289309359,,Consumer Discretionary,14
BLDR,-0.8718133024192725,-1.0010273001510874,0.27872011093526794,-0.5523445355607624,-1.6690574634536819,,Industrials,16
BLK,-0.1546224599809639,0.08540277768860745,-0.30465679472390017,0.3452427705509934,0.6433118116302007,,Financials,15
BMY,0.24542478965215253,0.2751035583171502,0.34376063322212547,-0.4523341038476083,0.21067069904616767,,Health Care,13
BR,0.02849298372746369,0.20469092305591105,-0.33360853884739344,-0.3683159631890287,-0.3997713119404833,,Industrials,17
BRO,-0.09838807079730187,0.2775355201320124,-0.1639658184076394,-0.30491797522065156,0.2812486323848728,,Financials,9
BSX,0.16228145373188047,0.1876536090459265,0.0069249431964354125,0.0643273469191527,0.21809030244538416,,Health Care,17
CARR,-0.3769676925036587,-0.38851175022015116,0.12149500751817441,-0.6433457159897119,-1.0190770616503497,,Industrials,15
CASY,-0.1786055978477215,0.17700835518179595,-0.130930778586794,-0.22640125661521232,-0.3875507930638177,,Consumer Staples,12
CAT,0.1472795609294984,0.2581682666594159,-0.39649506248164657,-0.08420037109452291,-0.10207331548570682,,Industrials,14
CBOE,0.21107496483753613,0.16872311989572877,-0.1255593326056554,1.1007267024225809,2.5619071778241382,,Financials,17
CBRE,-0.23098310184879003,0.18186292916461355,-0.3133691883736308,0.4636960388051179,0.1324133538760696,,Real Estate,16
CCI,0.008489739262896645,-0.4483816067827486,0.18688266184210947,-0.8227832122599619,-1.1052884488773962,,Real Estate,16
CCL,-0.03511088480608008,-0.03985976193055655,0.535492882014563,-1.020009672064107,-0.5143117191531852,,Consumer Discretionary,16
CDNS,0.12494111479258307,-0.09478955796683071,-0.20955429111406756,0.06456648801875942,-0.117110715585979,,Information Technology,13
CDW,-0.7191374284288692,-0.41973451249279486,0.32313439140696915,-0.7750725283880329,-1.1413297024017428,,Information Technology,15
CEG,0.34567239072209804,0.5128742228290837,0.01710657328408142,2.6293409258769653,3.1998792412814683,,Utilities,14
CF,1.2513949471376196,0.3562466546303477,0.6988475128751367,0.9857624021500765,2.237513008779598,,Materials,17
CHD,0.14493802533057037,-0.1682607455926274,-0.18329965341046692,0.06127398346185259,-0.20879204284302394,,Consumer Staples,17
CHRW,-0.45143837573550916,-0.008307794719215186,-0.10452234329170079,0.11553177907570551,-0.3846373467132219,,Industrials,15
CHTR,-0.06288985691047295,-0.1490964959870241,0.7025933947660025,-0.8104814378058552,-0.2174647440594882,,Communication Services,15
CI,-0.3106785518038797,0.023954882023617716,0.721217728402627,-0.37190354020406574,-0.07009310813967302,,Health Care,13
CIEN,-0.23752699671948227,0.7655524438827719,-0.5764536982875952,0.38569761324316776,0.19661784669140037,,Information Technology,16
CL,0.16814280313332705,-0.08996909041982742,-1.3126020535313365,-0.7785375236571904,-1.7719139553512036,,Consumer Staples,16
CLX,-0.16052896978472453,-0.37164760468752717,-0.39770310180934626,-0.6028463875151169,-1.3699722483137295,,Consumer Staples,12
CMCSA,0.06290185643513675,-0.06551226657110801,0.6199543779585504,-0.33023282482985056,0.20945362871484025,,Communication Services,11
CME,0.6608532570939281,-0.23694104946680308,-0.3088598067402935,0.2678704643459001,1.214004938393102,,Financials,13
CMG,0.12654594018329232,-0.06872864669779082,-0.07156576567575508,0.4809144512569277,0.23408037067947782,,Consumer Discretionary,14
CMI,-0.3722233458101738,-0.029703401917091237,0.1876869982604128,0.1212276503158895,-0.11551308231036587,,Industrials,17
CMS,-0.4215958932520402,-0.20195998763782588,0.08374390537363179,-0.1595602857205322,-0.6533805026158339,,Utilities,14
CNC,-0.1639987111291194,-0.03503754641317902,0.8436040207724144,-0.05893108125447194,0.3502486595951828,,Health Care,15
CNP,-0.2229184295401979,-0.16296831887634358,0.24055672824063837,-0.029691402681040202,-0.17281820202117015,,Utilities,15
COHR,-0.7347287860039767,-0.24739963039831944,0.03352970203162908,0.4328616841397801,-0.39530683665689115,,Information Technology,12
COIN,-1.1729402552876091,-0.9056883795018476,-1.349417110237211,1.8458695659949178,-1.5109388362698697,,Financials,11
COO,0.043815019719775736,0.12985127021065382,-0.15364540767573714,-0.681081291592466,-0.6516492524906046,,Health Care,16
COP,0.02829243043542251,-0.3234017139611647,0.232009625179312,0.04444092833071993,-0.07878808530867958,,Energy,9
COR,-0.5765792261837782,-0.028818961230931233,0.1599520318322295,-0.4942090785619239,-0.8755397028947254,,Health Care,16
COST,-0.16074366136016477,0.10765597562925007,-1.163344792045117,1.3084614495905027,-0.010116585353506935,,Consumer Staples,17
CPAY,0.10780595762089427,-0.3265108959577656,0.3294833487165107,-0.5905291127937973,0.017761433727643026,,Financials,16
CPRT,1.3905032740687138,-0.23863907502955542,0.06990884269296681,6.366803148093703,5.696009627371783,,Industrials,10
CRH,0.10273243914199263,0.00614698494354339,0.008276591755593985,-0.37816689526808833,0.015336543953450443,,Materials,12
CRL,-0.4959733954072158,-0.8111201562872927,0.1855493870605855,-0.2714003560496804,-1.239821927437357,,Health Care,15
CRM,0.13908366683179377,-0.2154810652747852,0.32111205554573485,-0.37565527924035286,-0.12828598657071386,,Information Technology,17
CRWD,-0.323518938489399,-1.0566748572151166,-0.17013293283300257,-0.11865594136861153,-1.1955758219890344,,Information Technology,14
